portion_id	analyte_id	bcr_analyte_uuid	subportion_sequence	gel_image_file	well_number	analyte_type	is_derived_from_ffpe	bcr_analyte_barcode	amount	a260_a280_ratio	concentration	spectrophotometer_method	analyte_type_id
TCGA-KK-A7AP-01A-12	TCGA-KK-A7AP-01A-12W	A0BC6ABF-CE39-44E1-9B0A-B429BCDA3299	2	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-KK-A7AP-01A-12W					W
TCGA-HC-8212-01B-05	TCGA-HC-8212-01B-05D	28e6d486-eb22-4ee8-a38c-6cb67c693f68		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	YES	TCGA-HC-8212-01B-05D	0		0.13	PicoGreen	D
TCGA-KK-A7AP-01A-12	TCGA-KK-A7AP-01A-12R	A7A7DC3D-5720-4892-AABF-353693F464AF	2	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-KK-A7AP-01A-12R	36.38	1.88	0.16	UV Spec	R
TCGA-G9-7521-01A-11	TCGA-G9-7521-01A-11R	b9e3eafa-448b-4826-9e34-d2477694536d	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-G9-7521-01A-11R	82.2		0.16	UV Spec	R
TCGA-EJ-5508-10A-01	TCGA-EJ-5508-10A-01W	779218e3-da42-4b3e-93b6-3d59c11ef490		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-5508-10A-01W	158		0.5	UV Spec	W
TCGA-G9-7521-01A-11	TCGA-G9-7521-01A-11W	3985cbff-093d-40e7-b96c-66078e0d4dc3	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-G9-7521-01A-11W	192		0.5	PicoGreen	W
TCGA-XJ-A83F-01A-11	TCGA-XJ-A83F-01A-11D	65BF2721-B367-49BA-924D-C8EF3DFFC977	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-XJ-A83F-01A-11D	21.96		0.15	PicoGreen	D
TCGA-ZG-A9L1-01A-11	TCGA-ZG-A9L1-01A-11R	172FF4D3-7882-4B39-9CC6-3B0F60F56377	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-ZG-A9L1-01A-11R	9.95	1.89	0.17	UV Spec	R
TCGA-EJ-7331-11A-01	TCGA-EJ-7331-11A-01R	0b8a57a1-cb02-4473-9268-671ed6b95e7f		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-7331-11A-01R	91.2		0.16	UV Spec	R
TCGA-EJ-7125-10A-01	TCGA-EJ-7125-10A-01W	fb0aaafb-5fcc-4b98-aaf5-c40560631b00		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-7125-10A-01W	173		0.5	PicoGreen	W
TCGA-EJ-A6RC-10A-01	TCGA-EJ-A6RC-10A-01W	2BD04F64-EE6C-4C0D-8365-207FED247C1C		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-A6RC-10A-01W					W
TCGA-EJ-7331-11A-01	TCGA-EJ-7331-11A-01W	50f2bf24-473d-4751-a570-69583f8a765c		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-7331-11A-01W	176		0.5	PicoGreen	W
TCGA-ZG-A9L1-01A-11	TCGA-ZG-A9L1-01A-11D	C8DCEC6E-E099-407D-A3AA-4B69FA350058	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-ZG-A9L1-01A-11D	18.55		0.16	PicoGreen	D
TCGA-EJ-5524-01A-01	TCGA-EJ-5524-01A-01R	d334a7cb-f6c7-4329-b526-4a9f50d26962		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-5524-01A-01R	105.8	1.8	0.15	UV Spec	R
TCGA-EJ-7331-11A-01	TCGA-EJ-7331-11A-01D	13d39d25-6b1d-4849-8be4-42523173916c		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-7331-11A-01D	164.3		0.15	PicoGreen	D
TCGA-EJ-A6RC-10A-01	TCGA-EJ-A6RC-10A-01D	E4D441F9-E5EE-4579-86EC-E45C78AA4EE8		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-A6RC-10A-01D	28.16		0.14	PicoGreen	D
TCGA-EJ-7125-10A-01	TCGA-EJ-7125-10A-01D	15515c7e-5fc8-4913-b876-0acfd99b28e9		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-7125-10A-01D	250		0.15	PicoGreen	D
TCGA-V1-A8MF-01A-11	TCGA-V1-A8MF-01A-11W	D62B5847-4A7F-460C-9454-1579322837D9	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-V1-A8MF-01A-11W					W
TCGA-KK-A5A1-01A-11	TCGA-KK-A5A1-01A-11R	D87999F8-17A1-4748-9131-2E59E8713D96	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-KK-A5A1-01A-11R	30.1	1.84	0.16	UV Spec	R
TCGA-HC-8260-10A-01	TCGA-HC-8260-10A-01W	69d4f055-1804-4d0d-96a5-aace3ab54d22		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-8260-10A-01W	224		0.5	PicoGreen	W
TCGA-CH-5752-10A-01	TCGA-CH-5752-10A-01D	7236c51e-87fd-4692-afa4-e0832e0640f8		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-CH-5752-10A-01D	79.4	1.9	0.14	UV Spec	D
TCGA-EJ-5526-10A-01	TCGA-EJ-5526-10A-01W	a4320615-08c4-4c78-83fb-84213c5eb93f		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-5526-10A-01W	179		0.5	UV Spec	W
TCGA-CH-5738-01A-11	TCGA-CH-5738-01A-11D	727a3cd6-b68d-4964-9924-01a03eba637f	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-CH-5738-01A-11D	255.7	1.9	0.16	UV Spec	D
TCGA-YL-A8SF-01A-11	TCGA-YL-A8SF-01A-11W	F48B2512-A5C3-41F8-88EF-BDEDE28DA860	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-YL-A8SF-01A-11W					W
TCGA-HC-8260-10A-01	TCGA-HC-8260-10A-01D	b7e11fae-93b1-4b8e-b0ab-ccd9a0282261		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-8260-10A-01D	240.6		0.14	PicoGreen	D
TCGA-CH-5752-10A-01	TCGA-CH-5752-10A-01W	4659ce50-0b4c-4136-a3d6-2d54827da19d		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-CH-5752-10A-01W	192		0.5	UV Spec	W
TCGA-EJ-5526-10A-01	TCGA-EJ-5526-10A-01D	f593f01c-1c51-463f-99a1-72f423a84e2f		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-5526-10A-01D	713.4	1.9	0.16	UV Spec	D
TCGA-FC-A5OB-10A-01	TCGA-FC-A5OB-10A-01D	6CFB8BE3-F352-43D9-8736-C7D58E550156		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-FC-A5OB-10A-01D	34.19		0.15	PicoGreen	D
TCGA-G9-6379-10A-01	TCGA-G9-6379-10A-01D	3dd7ebe3-a72a-4858-8ce3-bb5a04004b8c		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-G9-6379-10A-01D	16.3		0.16	PicoGreen	D
TCGA-EJ-7312-10A-01	TCGA-EJ-7312-10A-01W	D98AAD55-A3D1-47F8-96BC-65572BA495C2		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-7312-10A-01W					W
TCGA-J9-A8CN-10A-01	TCGA-J9-A8CN-10A-01W	8D566707-1FFE-4121-8E61-E9AB4764126B		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-J9-A8CN-10A-01W					W
TCGA-HC-7819-11A-01	TCGA-HC-7819-11A-01D	a38076b9-3f69-4ae8-a2e4-837237785205		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7819-11A-01D	71.3		0.17	PicoGreen	D
TCGA-HC-7742-01A-11	TCGA-HC-7742-01A-11D	532c8e32-4bf0-4be9-bad9-79c1e64af13f	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7742-01A-11D	136.3		0.15	PicoGreen	D
TCGA-G9-6385-10A-01	TCGA-G9-6385-10A-01D	cf60453c-cfc7-4ccb-8f4b-d8b30de1775f		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-G9-6385-10A-01D	22.7	1.9	0.14	UV Spec	D
TCGA-G9-6379-10A-01	TCGA-G9-6379-10A-01W	67464E58-90A4-41B3-ADF5-96B44D91C0BC		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-G9-6379-10A-01W					W
TCGA-FC-A5OB-10A-01	TCGA-FC-A5OB-10A-01W	1E65D8C5-8CBA-4057-866F-3CF9FDA04E4B		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-FC-A5OB-10A-01W					W
TCGA-EJ-7312-10A-01	TCGA-EJ-7312-10A-01D	FDFBC590-2990-418B-B51D-A64E43E0522E		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-7312-10A-01D	21.69		0.14	PicoGreen	D
TCGA-HC-7819-11A-01	TCGA-HC-7819-11A-01W	54dd651d-c784-49cc-b3ac-5b22ada9e129		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-7819-11A-01W	178		0.5	PicoGreen	W
TCGA-HC-7742-01A-11	TCGA-HC-7742-01A-11R	45c40aff-2187-4993-8928-9bf3badb817e	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-HC-7742-01A-11R	68.2		0.16	UV Spec	R
TCGA-J9-A8CN-10A-01	TCGA-J9-A8CN-10A-01D	6445035F-623E-4E38-B329-6B993DE75B87		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-J9-A8CN-10A-01D	12.69		0.15	PicoGreen	D
TCGA-HC-7819-11A-01	TCGA-HC-7819-11A-01R	66dfbcb5-7067-4de5-85af-46370d5fd8e9		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-HC-7819-11A-01R	22.2		0.13	UV Spec	R
TCGA-VP-A879-01A-11	TCGA-VP-A879-01A-11R	80A3E106-E1F2-4554-BCF6-4AA533C9F40C	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-VP-A879-01A-11R	13.17	1.79	0.15	UV Spec	R
TCGA-HC-7742-01A-11	TCGA-HC-7742-01A-11W	4c05a4ac-f43e-4110-b9cc-c1eb33dbd14c	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-7742-01A-11W	167		0.5	PicoGreen	W
TCGA-HC-8260-01A-11	TCGA-HC-8260-01A-11D	4089d539-7ac5-4042-a580-9f8dee8d2c9d	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-8260-01A-11D	140.3		0.14	PicoGreen	D
TCGA-KK-A6DY-11A-11	TCGA-KK-A6DY-11A-11W	621581E3-0E9C-4313-8419-AEA5F5364034	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-KK-A6DY-11A-11W					W
TCGA-YL-A9WI-01A-11	TCGA-YL-A9WI-01A-11W	B329A86C-FDC1-4AFB-980C-F7A6FE33081E	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-YL-A9WI-01A-11W					W
TCGA-YL-A8SP-10A-01	TCGA-YL-A8SP-10A-01D	BD77C9FA-320F-4900-9676-77B25846E675		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-YL-A8SP-10A-01D	29.02		0.14	PicoGreen	D
TCGA-KK-A6E2-11A-21	TCGA-KK-A6E2-11A-21D	A2525A4B-C6B9-4211-ADDC-6AE3147B6382	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-KK-A6E2-11A-21D	16.42		0.16	PicoGreen	D
TCGA-KK-A6DY-11A-11	TCGA-KK-A6DY-11A-11D	39467F1F-3C8C-4364-B76F-E9C43500988F	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-KK-A6DY-11A-11D	17.82		0.16	PicoGreen	D
TCGA-HC-8260-01A-11	TCGA-HC-8260-01A-11W	057e478e-a9ac-4086-98fd-0972a962d862	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-8260-01A-11W	192		0.5	PicoGreen	W
TCGA-HC-8260-01A-11	TCGA-HC-8260-01A-11R	aab6058d-aec8-40c5-8bbe-9390ef7e66fe	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-HC-8260-01A-11R	191.2		0.17	UV Spec	R
TCGA-YL-A8SP-10A-01	TCGA-YL-A8SP-10A-01W	8094306F-EF43-44BE-86A1-094917711400		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-YL-A8SP-10A-01W					W
TCGA-KK-A6E2-11A-21	TCGA-KK-A6E2-11A-21W	731D9B57-15BD-4BA0-B1DE-F6267EB5EC71	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-KK-A6E2-11A-21W					W
TCGA-YL-A9WX-10A-01	TCGA-YL-A9WX-10A-01D	BE1F5625-F57F-453B-9CDD-1602A494C998		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-YL-A9WX-10A-01D	17.24		0.15	PicoGreen	D
TCGA-CH-5738-01A-11	TCGA-CH-5738-01A-11W	ce1c54a6-939c-4243-aae8-7b0e67c2d216	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-CH-5738-01A-11W	143		0.5	UV Spec	W
TCGA-KK-A7AP-11A-21	TCGA-KK-A7AP-11A-21D	06519150-3EE1-4D6F-BF14-EDF661FCD25D	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-KK-A7AP-11A-21D	7.57		0.16	PicoGreen	D
TCGA-G9-6499-10A-01	TCGA-G9-6499-10A-01D	54e064d8-dfaf-4b63-ace5-198cc5d3e7d2		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-G9-6499-10A-01D	533	1.8	0.17	UV Spec	D
TCGA-VN-A88L-01A-11	TCGA-VN-A88L-01A-11R	35D7F5D3-20D2-40D5-8AA7-0B4DEE76339F	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-VN-A88L-01A-11R	16.43	1.91	0.18	UV Spec	R
TCGA-KK-A7AP-11A-21	TCGA-KK-A7AP-11A-21W	2504A660-04D0-43CB-A638-98CB05ADC34D	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-KK-A7AP-11A-21W					W
TCGA-G9-6499-10A-01	TCGA-G9-6499-10A-01W	75b13f33-72c1-4044-9308-c253c4a53171		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-G9-6499-10A-01W	182		0.5	PicoGreen	W
TCGA-CH-5738-01A-11	TCGA-CH-5738-01A-11R	9da2523f-9647-469e-aacf-14d98e3330b2	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-CH-5738-01A-11R	146.8	1.8	0.15	UV Spec	R
TCGA-V1-A8MF-10A-01	TCGA-V1-A8MF-10A-01W	9A762D6A-7797-474F-8108-3183426CB370		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-V1-A8MF-10A-01W					W
TCGA-YL-A9WH-10A-01	TCGA-YL-A9WH-10A-01W	1005413B-2BBB-4B42-BD14-449E03D79BEC		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-YL-A9WH-10A-01W					W
TCGA-V1-A8WW-01A-11	TCGA-V1-A8WW-01A-11W	FB58914B-7E41-46E1-8690-D17B322D0219	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-V1-A8WW-01A-11W					W
TCGA-HI-7169-10A-01	TCGA-HI-7169-10A-01W	bb07f7b9-0ca5-40e9-9b32-6cf2f48d5a71		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HI-7169-10A-01W	187		0.5	PicoGreen	W
TCGA-YL-A8HJ-01A-11	TCGA-YL-A8HJ-01A-11D	157839D8-0174-45B4-9DE9-FED1F1B25A1C	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-YL-A8HJ-01A-11D	9.32		0.16	PicoGreen	D
TCGA-HC-7080-10A-01	TCGA-HC-7080-10A-01W	0564325a-6bf1-4ee1-9408-6f7a05fc5360		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-7080-10A-01W	173		0.5	PicoGreen	W
TCGA-YL-A9WH-10A-01	TCGA-YL-A9WH-10A-01D	3FB2F84B-466A-4720-8736-7F67F75290B6		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-YL-A9WH-10A-01D	22.37		0.16	PicoGreen	D
TCGA-V1-A8MF-10A-01	TCGA-V1-A8MF-10A-01D	C995AC6D-F027-4D36-BC76-3BF77B3DC98A		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-V1-A8MF-10A-01D	12.3		0.14	PicoGreen	D
TCGA-YL-A8S8-01A-11	TCGA-YL-A8S8-01A-11R	5121F63F-DE83-43D0-978C-A4C486DAAA0C	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-YL-A8S8-01A-11R	41.65	1.89	0.18	UV Spec	R
TCGA-HI-7169-10A-01	TCGA-HI-7169-10A-01D	e2cf4f5e-5ddb-4cf9-a1a1-8ef14aaa0281		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HI-7169-10A-01D	162		0.14	PicoGreen	D
TCGA-HC-7080-10A-01	TCGA-HC-7080-10A-01D	d68bc9cc-945d-43d6-a0b6-a84d888143de		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7080-10A-01D	188		0.15	PicoGreen	D
TCGA-HC-7211-11A-01	TCGA-HC-7211-11A-01R	4f329cf9-1f54-459e-b862-ae93af5beec2		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-HC-7211-11A-01R	286.2		0.13	UV Spec	R
TCGA-HC-7211-11A-01	TCGA-HC-7211-11A-01W	4a2b9ff7-5725-4880-a7da-5c3a561991e8		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-7211-11A-01W	173		0.5	PicoGreen	W
TCGA-TK-A8OK-10A-01	TCGA-TK-A8OK-10A-01W	ACD15184-0439-422E-8973-C65022B5A198		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-TK-A8OK-10A-01W					W
TCGA-HC-7211-11A-01	TCGA-HC-7211-11A-01D	947c96f1-508a-47c9-af95-966cda4a4c04		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7211-11A-01D	347.3		0.16	PicoGreen	D
TCGA-VP-A87E-10A-01	TCGA-VP-A87E-10A-01D	74C799F4-61F7-4194-9CEE-A7E43F988B2E		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-VP-A87E-10A-01D	57.51		0.16	PicoGreen	D
TCGA-EJ-7317-01A-31	TCGA-EJ-7317-01A-31D	451b4a6e-b88c-43bd-8043-58f576fb6574	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-7317-01A-31D	61.4		0.16	PicoGreen	D
TCGA-EJ-8470-01A-11	TCGA-EJ-8470-01A-11D	52ea79e4-06da-42ac-b089-a040c7bd9e40	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-8470-01A-11D	114		0.13	PicoGreen	D
TCGA-ZG-A9L0-10A-01	TCGA-ZG-A9L0-10A-01D	2C5AB05D-DC25-414C-ADD4-CFD2C67A40E7		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-ZG-A9L0-10A-01D	12.19		0.14	PicoGreen	D
TCGA-EJ-7317-01A-31	TCGA-EJ-7317-01A-31R	58aef8ef-f37b-47a2-9628-b26ba0cd91f4	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-7317-01A-31R	67.2		0.14	UV Spec	R
TCGA-EJ-7317-01A-31	TCGA-EJ-7317-01A-31W	1f07feaa-cf0a-4fcd-a1d8-9d1513003978	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-7317-01A-31W	162		0.5	PicoGreen	W
TCGA-EJ-8470-01A-11	TCGA-EJ-8470-01A-11W	8088F249-6CA0-4B9F-89AD-B1C19D55A309	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-8470-01A-11W					W
TCGA-EJ-8470-01A-11	TCGA-EJ-8470-01A-11R	85f2878b-fde3-4708-bc8e-64a5c7382f23	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-8470-01A-11R	49.2		0.14	UV Spec	R
TCGA-KC-A7FA-10A-01	TCGA-KC-A7FA-10A-01W	A501F806-9F1F-4E3C-B804-4E9AD3B200B2		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-KC-A7FA-10A-01W					W
TCGA-EJ-7785-01A-11	TCGA-EJ-7785-01A-11R	d8c848d0-f6ec-4f17-a09b-710aff6d7c5a	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-7785-01A-11R	69.2		0.15	UV Spec	R
TCGA-EJ-A65D-01A-11	TCGA-EJ-A65D-01A-11D	DE20CA6C-6134-430E-A662-D045861AE092	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-A65D-01A-11D	38.18		0.16	PicoGreen	D
TCGA-EJ-7785-01A-11	TCGA-EJ-7785-01A-11W	472f6547-75ee-44b1-92f2-a17dd58f0ae4	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-7785-01A-11W	152		0.5	PicoGreen	W
TCGA-KK-A6E8-01A-11	TCGA-KK-A6E8-01A-11D	A3655A2D-673E-4B9F-A0E5-D9482ED162CF	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-KK-A6E8-01A-11D	36.56		0.15	PicoGreen	D
TCGA-YL-A8S9-10A-01	TCGA-YL-A8S9-10A-01D	B5A5EEBA-61AF-41A1-93BB-D1EBD895C6C3		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-YL-A8S9-10A-01D	29.47		0.17	PicoGreen	D
TCGA-KK-A8I4-11A-11	TCGA-KK-A8I4-11A-11D	315A028E-1606-4945-90AE-CC602FF5B429		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-KK-A8I4-11A-11D	23.51		0.15	PicoGreen	D
TCGA-EJ-A65D-01A-11	TCGA-EJ-A65D-01A-11R	1805EEF6-FC14-460F-BF38-917CE4968312	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-A65D-01A-11R	80.5	1.83	0.17	UV Spec	R
TCGA-KC-A7FA-10A-01	TCGA-KC-A7FA-10A-01D	147D7C91-AAEE-4F96-8D68-3FA0E44FEC8D		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-KC-A7FA-10A-01D	10.76		0.17	PicoGreen	D
TCGA-EJ-7785-01A-11	TCGA-EJ-7785-01A-11D	e603e86a-bec0-4fba-bc26-e5445e886e23	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-7785-01A-11D	160.3		0.15	PicoGreen	D
TCGA-EJ-A65D-01A-11	TCGA-EJ-A65D-01A-11W	74D7B90D-B0A8-4E12-8443-24EA0D07523E	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-A65D-01A-11W					W
TCGA-KK-A8I4-11A-11	TCGA-KK-A8I4-11A-11W	7D3CEECC-6ECE-43EB-8A6F-E0FD464960FB		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-KK-A8I4-11A-11W					W
TCGA-YL-A8S9-10A-01	TCGA-YL-A8S9-10A-01W	EAA6AB2B-870D-48B6-8225-BC3977522AC8		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-YL-A8S9-10A-01W					W
TCGA-CH-5772-01A-11	TCGA-CH-5772-01A-11R	f4eeec23-7177-4ea4-954a-5e9cb9dd4b44	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-CH-5772-01A-11R	56.8	1.7	0.15	UV Spec	R
TCGA-CH-5772-01A-11	TCGA-CH-5772-01A-11W	8a9fdfdb-6d79-4198-b240-6ca02550594a	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-CH-5772-01A-11W	153		0.5	UV Spec	W
TCGA-HC-A4ZV-01A-11	TCGA-HC-A4ZV-01A-11D	3EF26966-7D28-4282-AEC0-CDDB7B0E5CE6	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-A4ZV-01A-11D	20.84		0.16	PicoGreen	D
TCGA-HC-8260-11A-01	TCGA-HC-8260-11A-01D	9f7259a7-6a66-44af-95ec-17d1649f5bb7		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-8260-11A-01D	261.6		0.14	PicoGreen	D
TCGA-CH-5772-01A-11	TCGA-CH-5772-01A-11D	b0123243-d0aa-48aa-bd3e-f46431208904	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-CH-5772-01A-11D	85.7	1.9	0.16	UV Spec	D
