aliquot_id	file_id	protocol_ref	protocol_component_versions	parent_alignment_ref	gene_annotation_ref	data_transformation_name	derived_data_file	tcga_data_type	tcga_data_level	tcga_archive_name
TCGA-EJ-5511-01A-01R-1580-07	488dc8bd-9e74-48b2-a407-914f6e0ba0b6	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1375624.488dc8bd-9e74-48b2-a407-914f6e0ba0b6.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	488dc8bd-9e74-48b2-a407-914f6e0ba0b6 gene_expression	unc.edu.488dc8bd-9e74-48b2-a407-914f6e0ba0b6.1384169.rsem.isoforms.results	RSEM_isoforms	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5511-01A-01R-1580-07	488dc8bd-9e74-48b2-a407-914f6e0ba0b6	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1375624.488dc8bd-9e74-48b2-a407-914f6e0ba0b6.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	488dc8bd-9e74-48b2-a407-914f6e0ba0b6 gene_expression	unc.edu.488dc8bd-9e74-48b2-a407-914f6e0ba0b6.1384196.rsem.isoforms.normalized_results	RSEM_isoforms_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5512-01A-01R-1580-07	d0617c13-ba48-44d9-807f-29a9ee7ebf39	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1210637.d0617c13-ba48-44d9-807f-29a9ee7ebf39.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	d0617c13-ba48-44d9-807f-29a9ee7ebf39 gene_expression	unc.edu.d0617c13-ba48-44d9-807f-29a9ee7ebf39.1756873.bt.exon_quantification.txt	exon_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5512-01A-01R-1580-07	d0617c13-ba48-44d9-807f-29a9ee7ebf39	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1210637.d0617c13-ba48-44d9-807f-29a9ee7ebf39.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	d0617c13-ba48-44d9-807f-29a9ee7ebf39 gene_expression	unc.edu.d0617c13-ba48-44d9-807f-29a9ee7ebf39.1210723.junction_quantification.txt	junction_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5512-01A-01R-1580-07	d0617c13-ba48-44d9-807f-29a9ee7ebf39	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1210637.d0617c13-ba48-44d9-807f-29a9ee7ebf39.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	d0617c13-ba48-44d9-807f-29a9ee7ebf39 gene_expression	unc.edu.d0617c13-ba48-44d9-807f-29a9ee7ebf39.1213107.rsem.genes.results	RSEM_genes	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5512-01A-01R-1580-07	d0617c13-ba48-44d9-807f-29a9ee7ebf39	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1210637.d0617c13-ba48-44d9-807f-29a9ee7ebf39.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	d0617c13-ba48-44d9-807f-29a9ee7ebf39 gene_expression	unc.edu.d0617c13-ba48-44d9-807f-29a9ee7ebf39.1213130.rsem.genes.normalized_results	RSEM_genes_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5512-01A-01R-1580-07	d0617c13-ba48-44d9-807f-29a9ee7ebf39	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1210637.d0617c13-ba48-44d9-807f-29a9ee7ebf39.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	d0617c13-ba48-44d9-807f-29a9ee7ebf39 gene_expression	unc.edu.d0617c13-ba48-44d9-807f-29a9ee7ebf39.1213108.rsem.isoforms.results	RSEM_isoforms	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5512-01A-01R-1580-07	d0617c13-ba48-44d9-807f-29a9ee7ebf39	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1210637.d0617c13-ba48-44d9-807f-29a9ee7ebf39.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	d0617c13-ba48-44d9-807f-29a9ee7ebf39 gene_expression	unc.edu.d0617c13-ba48-44d9-807f-29a9ee7ebf39.1213129.rsem.isoforms.normalized_results	RSEM_isoforms_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5514-01A-01R-1580-07	10892e71-cd86-4bcf-9da9-5faa081d1b0a	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1234650.10892e71-cd86-4bcf-9da9-5faa081d1b0a.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	10892e71-cd86-4bcf-9da9-5faa081d1b0a gene_expression	unc.edu.10892e71-cd86-4bcf-9da9-5faa081d1b0a.1758903.bt.exon_quantification.txt	exon_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5514-01A-01R-1580-07	10892e71-cd86-4bcf-9da9-5faa081d1b0a	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1234650.10892e71-cd86-4bcf-9da9-5faa081d1b0a.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	10892e71-cd86-4bcf-9da9-5faa081d1b0a gene_expression	unc.edu.10892e71-cd86-4bcf-9da9-5faa081d1b0a.1234685.junction_quantification.txt	junction_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5514-01A-01R-1580-07	10892e71-cd86-4bcf-9da9-5faa081d1b0a	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1234650.10892e71-cd86-4bcf-9da9-5faa081d1b0a.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	10892e71-cd86-4bcf-9da9-5faa081d1b0a gene_expression	unc.edu.10892e71-cd86-4bcf-9da9-5faa081d1b0a.1242632.rsem.genes.results	RSEM_genes	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5514-01A-01R-1580-07	10892e71-cd86-4bcf-9da9-5faa081d1b0a	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1234650.10892e71-cd86-4bcf-9da9-5faa081d1b0a.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	10892e71-cd86-4bcf-9da9-5faa081d1b0a gene_expression	unc.edu.10892e71-cd86-4bcf-9da9-5faa081d1b0a.1242759.rsem.genes.normalized_results	RSEM_genes_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5514-01A-01R-1580-07	10892e71-cd86-4bcf-9da9-5faa081d1b0a	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1234650.10892e71-cd86-4bcf-9da9-5faa081d1b0a.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	10892e71-cd86-4bcf-9da9-5faa081d1b0a gene_expression	unc.edu.10892e71-cd86-4bcf-9da9-5faa081d1b0a.1242633.rsem.isoforms.results	RSEM_isoforms	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5514-01A-01R-1580-07	10892e71-cd86-4bcf-9da9-5faa081d1b0a	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1234650.10892e71-cd86-4bcf-9da9-5faa081d1b0a.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	10892e71-cd86-4bcf-9da9-5faa081d1b0a gene_expression	unc.edu.10892e71-cd86-4bcf-9da9-5faa081d1b0a.1242750.rsem.isoforms.normalized_results	RSEM_isoforms_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5515-01A-01R-1580-07	7e81cb8c-9d91-4679-8a96-12365c19119b	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1233867.7e81cb8c-9d91-4679-8a96-12365c19119b.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	7e81cb8c-9d91-4679-8a96-12365c19119b gene_expression	unc.edu.7e81cb8c-9d91-4679-8a96-12365c19119b.1758704.bt.exon_quantification.txt	exon_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5515-01A-01R-1580-07	7e81cb8c-9d91-4679-8a96-12365c19119b	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1233867.7e81cb8c-9d91-4679-8a96-12365c19119b.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	7e81cb8c-9d91-4679-8a96-12365c19119b gene_expression	unc.edu.7e81cb8c-9d91-4679-8a96-12365c19119b.1233985.junction_quantification.txt	junction_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5515-01A-01R-1580-07	7e81cb8c-9d91-4679-8a96-12365c19119b	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1233867.7e81cb8c-9d91-4679-8a96-12365c19119b.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	7e81cb8c-9d91-4679-8a96-12365c19119b gene_expression	unc.edu.7e81cb8c-9d91-4679-8a96-12365c19119b.1237968.rsem.genes.results	RSEM_genes	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5515-01A-01R-1580-07	7e81cb8c-9d91-4679-8a96-12365c19119b	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1233867.7e81cb8c-9d91-4679-8a96-12365c19119b.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	7e81cb8c-9d91-4679-8a96-12365c19119b gene_expression	unc.edu.7e81cb8c-9d91-4679-8a96-12365c19119b.1238581.rsem.genes.normalized_results	RSEM_genes_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5515-01A-01R-1580-07	7e81cb8c-9d91-4679-8a96-12365c19119b	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1233867.7e81cb8c-9d91-4679-8a96-12365c19119b.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	7e81cb8c-9d91-4679-8a96-12365c19119b gene_expression	unc.edu.7e81cb8c-9d91-4679-8a96-12365c19119b.1237969.rsem.isoforms.results	RSEM_isoforms	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5515-01A-01R-1580-07	7e81cb8c-9d91-4679-8a96-12365c19119b	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1233867.7e81cb8c-9d91-4679-8a96-12365c19119b.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	7e81cb8c-9d91-4679-8a96-12365c19119b gene_expression	unc.edu.7e81cb8c-9d91-4679-8a96-12365c19119b.1238578.rsem.isoforms.normalized_results	RSEM_isoforms_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5516-01A-01R-1580-07	6320daab-3fdb-45d2-bbc8-bbba33e4af37	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1233531.6320daab-3fdb-45d2-bbc8-bbba33e4af37.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	6320daab-3fdb-45d2-bbc8-bbba33e4af37 gene_expression	unc.edu.6320daab-3fdb-45d2-bbc8-bbba33e4af37.1758692.bt.exon_quantification.txt	exon_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5516-01A-01R-1580-07	6320daab-3fdb-45d2-bbc8-bbba33e4af37	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1233531.6320daab-3fdb-45d2-bbc8-bbba33e4af37.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	6320daab-3fdb-45d2-bbc8-bbba33e4af37 gene_expression	unc.edu.6320daab-3fdb-45d2-bbc8-bbba33e4af37.1233641.junction_quantification.txt	junction_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5516-01A-01R-1580-07	6320daab-3fdb-45d2-bbc8-bbba33e4af37	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1233531.6320daab-3fdb-45d2-bbc8-bbba33e4af37.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	6320daab-3fdb-45d2-bbc8-bbba33e4af37 gene_expression	unc.edu.6320daab-3fdb-45d2-bbc8-bbba33e4af37.1237934.rsem.genes.results	RSEM_genes	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5516-01A-01R-1580-07	6320daab-3fdb-45d2-bbc8-bbba33e4af37	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1233531.6320daab-3fdb-45d2-bbc8-bbba33e4af37.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	6320daab-3fdb-45d2-bbc8-bbba33e4af37 gene_expression	unc.edu.6320daab-3fdb-45d2-bbc8-bbba33e4af37.1238502.rsem.genes.normalized_results	RSEM_genes_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5516-01A-01R-1580-07	6320daab-3fdb-45d2-bbc8-bbba33e4af37	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1233531.6320daab-3fdb-45d2-bbc8-bbba33e4af37.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	6320daab-3fdb-45d2-bbc8-bbba33e4af37 gene_expression	unc.edu.6320daab-3fdb-45d2-bbc8-bbba33e4af37.1237935.rsem.isoforms.results	RSEM_isoforms	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5516-01A-01R-1580-07	6320daab-3fdb-45d2-bbc8-bbba33e4af37	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1233531.6320daab-3fdb-45d2-bbc8-bbba33e4af37.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	6320daab-3fdb-45d2-bbc8-bbba33e4af37 gene_expression	unc.edu.6320daab-3fdb-45d2-bbc8-bbba33e4af37.1238518.rsem.isoforms.normalized_results	RSEM_isoforms_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5517-01A-01R-1580-07	bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1215119.bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1 gene_expression	unc.edu.bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1.1756229.bt.exon_quantification.txt	exon_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5517-01A-01R-1580-07	bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1215119.bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1 gene_expression	unc.edu.bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1.1215160.junction_quantification.txt	junction_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5517-01A-01R-1580-07	bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1215119.bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1 gene_expression	unc.edu.bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1.1219923.rsem.genes.results	RSEM_genes	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5517-01A-01R-1580-07	bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1215119.bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1 gene_expression	unc.edu.bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1.1221307.rsem.genes.normalized_results	RSEM_genes_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5517-01A-01R-1580-07	bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1215119.bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1 gene_expression	unc.edu.bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1.1219924.rsem.isoforms.results	RSEM_isoforms	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5517-01A-01R-1580-07	bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1215119.bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1 gene_expression	unc.edu.bfdc11be-a30b-498b-bdf6-4b98ec4f1ea1.1221318.rsem.isoforms.normalized_results	RSEM_isoforms_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5518-01A-01R-1580-07	01d4c289-6d85-4119-86f5-bcf3de30d0f7	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1379764.01d4c289-6d85-4119-86f5-bcf3de30d0f7.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	01d4c289-6d85-4119-86f5-bcf3de30d0f7 gene_expression	unc.edu.01d4c289-6d85-4119-86f5-bcf3de30d0f7.1753232.bt.exon_quantification.txt	exon_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5518-01A-01R-1580-07	01d4c289-6d85-4119-86f5-bcf3de30d0f7	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1379764.01d4c289-6d85-4119-86f5-bcf3de30d0f7.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	01d4c289-6d85-4119-86f5-bcf3de30d0f7 gene_expression	unc.edu.01d4c289-6d85-4119-86f5-bcf3de30d0f7.1379965.junction_quantification.txt	junction_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5518-01A-01R-1580-07	01d4c289-6d85-4119-86f5-bcf3de30d0f7	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1379764.01d4c289-6d85-4119-86f5-bcf3de30d0f7.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	01d4c289-6d85-4119-86f5-bcf3de30d0f7 gene_expression	unc.edu.01d4c289-6d85-4119-86f5-bcf3de30d0f7.1386780.rsem.genes.results	RSEM_genes	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5518-01A-01R-1580-07	01d4c289-6d85-4119-86f5-bcf3de30d0f7	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1379764.01d4c289-6d85-4119-86f5-bcf3de30d0f7.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	01d4c289-6d85-4119-86f5-bcf3de30d0f7 gene_expression	unc.edu.01d4c289-6d85-4119-86f5-bcf3de30d0f7.1386810.rsem.genes.normalized_results	RSEM_genes_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-EJ-5518-01A-01R-1580-07	01d4c289-6d85-4119-86f5-bcf3de30d0f7	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_1379764.01d4c289-6d85-4119-86f5-bcf3de30d0f7.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	01d4c289-6d85-4119-86f5-bcf3de30d0f7 gene_expression	unc.edu.01d4c289-6d85-4119-86f5-bcf3de30d0f7.1386781.rsem.isoforms.results	RSEM_isoforms	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
